Feature Family,Feature Name,Family Abbreviation,Aggregation Abbreviation,Dimension,IBSI Family code,IBSI Feature code,IBSI Aggregation code,RaCaT Feature/Family Description,FixedBin,PET_unit,CT_unit,MRI_unit
grey-level co-occurrence matrix,inverse difference,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,inverse difference normalised,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,inverse difference moment,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,inverse difference moment normalised,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,inverse variance,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,correlation,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,autocorrelation,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,cluster tendency,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,cluster shade,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,cluster prominence,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,first measure of information correlation,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level co-occurrence matrix,second measure of information correlation,CM,3D:mrg,3D,LFYI,--,IAZD,glcmFeatures3DWmrg,FB,--,--,--
grey-level run length matrix,short run emphasis,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,long runs emphasis,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Low grey level run emphasis,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,High grey level run emphasis,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Short run low grey level emphasis,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Short run high grey level emphasis,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Long run low grey level emphasis,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Long run high grey level emphasis,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity normalized,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Run length non uniformity,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Run length non uniformity normalized,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Run percentage,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Grey level variance,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Run length variance,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,Run entropy,RLM,2D:avg,2D,TP0I,--,BTW3,GLRLMFeatures2Davg,FB,--,--,--
grey-level run length matrix,short run emphasis,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,long runs emphasis,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Low grey level run emphasis,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,High grey level run emphasis,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Short run low grey level emphasis,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Short run high grey level emphasis,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Long run low grey level emphasis,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Long run high grey level emphasis,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity normalized,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Run length non uniformity,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Run length non uniformity normalized,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Run percentage,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Grey level variance,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Run length variance,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,Run entropy,RLM,2.5D:dmrg,2D,TP0I,--,JJUI,GLRLMFeatures2DDmrg,FB,--,--,--
grey-level run length matrix,short run emphasis,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,long runs emphasis,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Low grey level run emphasis,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,High grey level run emphasis,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Short run low grey level emphasis,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Short run high grey level emphasis,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Long run low grey level emphasis,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Long run high grey level emphasis,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity normalized,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Run length non uniformity,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Run length non uniformity normalized,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Run percentage,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Grey level variance,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Run length variance,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,Run entropy,RLM,2.5D:mrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2DWmrg,FB,--,--,--
grey-level run length matrix,short run emphasis,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,long runs emphasis,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Low grey level run emphasis,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,High grey level run emphasis,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Short run low grey level emphasis,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Short run high grey level emphasis,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Long run low grey level emphasis,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Long run high grey level emphasis,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity normalized,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Run length non uniformity,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Run length non uniformity normalized,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Run percentage,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Grey level variance,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Run length variance,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,Run entropy,RLM,2.5D:vmrg,2D,TP0I,--,ZWTZ,GLRLMFeatures2Dvmrg,FB,--,--,--
grey-level run length matrix,short run emphasis,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,long runs emphasis,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Low grey level run emphasis,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,High grey level run emphasis,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Short run low grey level emphasis,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Short run high grey level emphasis,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Long run low grey level emphasis,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Long run high grey level emphasis,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity normalized,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Run length non uniformity,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Run length non uniformity normalized,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Run percentage,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Grey level variance,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Run length variance,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,Run entropy,RLM,3D:avg,3D,TP0I,--,ITBB,GLRLMFeatures3Davg,FB,--,--,--
grey-level run length matrix,short run emphasis,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,long runs emphasis,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Low grey level run emphasis,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,High grey level run emphasis,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Short run low grey level emphasis,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Short run high grey level emphasis,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Long run low grey level emphasis,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Long run high grey level emphasis,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Grey level non uniformity normalized,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Run length non uniformity,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Run length non uniformity normalized,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Run percentage,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Grey level variance,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Run length variance,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level run length matrix,Run entropy,RLM,3D:mrg,3D,TP0I,--,IAZD,GLRLMFeatures3Dmrg,FB,--,--,--
grey-level size zone matrix,small zone emphasis,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,large zone emphasis,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,low grey level zone emphasis,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,high grey level zone emphasis,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,small zone low grey level emphasis,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,small zone high grey level emphasis,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,large zone low grey level emphasis,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,large zone high grey level emphasis,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,grey level non uniformity glszm,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,grey level non uniformity normalized glszm,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,zone size non uniformity,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,zone size non uniformity normalized,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,zone percentage glszm,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,grey level variance glszm,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,zone size variance,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,zone size entropy,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,small zone emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,large zone emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,low grey level zone emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,high grey level zone emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,small zone low grey level emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,small zone high grey level emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,large zone low grey level emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,large zone high grey level emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,grey level non uniformity glszm,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,grey level non uniformity normalized glszm,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone size non uniformity,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone size non uniformity normalized,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone percentage glszm,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,grey level variance glszm,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone size variance,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone size entropy,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,small zone emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,large zone emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,low grey level zone emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,high grey level zone emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,small zone low grey level emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,small zone high grey level emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,large zone low grey level emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,large zone high grey level emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,grey level non uniformity glszm,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,grey level non uniformity normalized glszm,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone size non uniformity,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone size non uniformity normalized,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone percentage glszm,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,grey level variance glszm,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone size variance,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone size entropy,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,coarseness,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,contrast,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,busyness,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,complexity,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,strength,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,coarseness,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,contrast,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,busyness,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,complexity,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,strength,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,coarseness,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,contrast,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,busyness,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,complexity,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,strength,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
grey-level distance zone matrix,small distance emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,large distance emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,low grey level zone emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,high grey level zone emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,small distance low grey level emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,small distance high grey level emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,large distance low grey level emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,large distance high grey level emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity normalized gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone distance non uniformity gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone distance non uniformity normalized gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone percentage gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,grey level variance gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone distance variance gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone distance entropy gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,small distance emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,large distance emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,low grey level zone emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,high grey level zone emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,small distance low grey level emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,small distance high grey level emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,large distance low grey level emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,large distance high grey level emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity normalized gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,zone distance non uniformity gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
